SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL80024,0,8,26,5,3,4,0,0,0,53,66,498,1251,429,191,107,33,5,0,2589,0,6,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,11,38,6,4,0,0,0,0,61,0,0,20,10,0,6,0,0,0,37,4,32,118,49,16,4,0,0,0,233,0,5,13,6,0,0,0,0,0,30,33,142,288,59,28,6,4,0,0,556,35,191,303,75,27,9,0,0,0,641,0,11,73,19,8,10,3,0,0,116,0,12,40,10,3,0,0,0,0,71,0,5,39,14,7,5,3,0,0,69,0,12,31,9,3,0,0,0,0,57,0,95,333,145,53,36,13,0,0,663,3,32,81,26,10,12,0,0,0,164,6,127,497,283,155,83,18,3,0,1159,9,68,204,84,36,25,10,0,0,446,9,118,346,122,54,42,11,0,0,701,9,13,45,12,7,0,4,0,0,89
SAL80025,0,0,16,17,7,0,0,0,0,40,118,177,454,667,356,101,17,0,0,1900,3,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,20,19,21,6,0,0,0,75,0,0,3,7,4,8,0,0,0,29,11,18,88,82,43,28,4,0,0,273,0,6,13,10,6,0,0,0,0,39,50,51,70,57,37,13,7,0,0,284,79,47,60,42,18,12,0,0,0,257,0,7,42,35,33,8,0,0,0,132,0,0,11,31,17,3,0,0,0,63,0,0,20,21,16,0,0,0,0,62,0,3,10,13,5,3,0,0,0,40,0,31,89,189,81,13,0,3,0,409,4,10,28,34,22,12,5,0,0,110,8,48,201,489,261,70,16,0,0,1096,18,23,51,123,82,22,0,0,0,314,7,43,138,140,84,26,9,0,0,443,10,5,6,13,3,4,0,0,0,37
SAL80026,0,3,9,7,0,0,0,0,0,17,70,90,218,241,244,156,44,0,0,1052,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,6,5,9,10,4,0,0,40,0,0,6,7,0,0,0,0,0,16,5,19,36,37,29,21,0,0,0,148,0,0,5,3,4,9,0,0,0,17,25,20,34,21,23,13,11,0,0,159,43,19,15,15,15,6,3,0,0,116,0,5,11,10,15,14,4,0,0,58,0,3,7,4,6,10,0,0,0,32,0,0,4,0,5,3,0,0,0,16,6,8,8,4,3,5,0,0,0,26,8,20,42,52,45,20,10,0,0,190,3,0,9,11,12,12,3,0,0,49,7,27,116,164,197,109,15,0,0,640,8,20,33,45,32,28,8,0,0,176,4,29,57,62,50,41,13,0,0,261,7,0,7,3,0,5,0,0,0,20
SAL80027,0,8,14,0,4,0,0,0,0,30,26,494,1107,409,186,108,26,3,0,2365,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,13,14,0,0,0,0,0,37,0,0,19,6,4,0,0,0,0,27,4,18,67,25,8,11,3,0,0,128,0,9,9,4,5,0,0,0,0,23,8,49,74,23,6,8,3,0,0,176,18,101,127,40,8,11,0,0,0,307,0,9,21,3,3,5,0,0,0,46,0,9,41,16,6,3,0,0,0,82,0,14,41,10,3,3,0,0,0,69,0,10,28,12,4,3,0,0,0,50,0,144,391,134,47,41,10,0,0,770,0,13,25,10,9,5,0,0,0,62,6,281,953,408,198,91,18,0,0,1950,3,67,166,100,38,30,5,0,0,407,0,63,144,49,29,24,3,0,0,312,0,23,25,19,10,5,0,0,0,83
SAL80028,0,8,17,0,5,4,0,0,0,35,197,596,790,407,242,146,40,6,0,2434,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,15,16,7,4,6,4,5,0,53,0,3,14,3,7,0,0,0,0,24,12,38,71,23,16,8,5,0,0,171,4,8,13,0,5,0,6,0,0,25,81,193,125,37,8,9,3,0,0,451,96,173,152,36,14,4,0,0,0,477,4,5,24,18,10,6,5,0,0,75,3,13,21,17,6,0,0,4,0,67,3,10,24,10,5,0,5,0,0,57,0,7,22,16,4,3,4,0,0,54,8,75,219,113,65,47,11,0,0,552,0,25,59,32,10,7,3,0,0,139,7,107,351,297,202,108,28,0,0,1102,33,102,181,117,74,38,13,0,0,551,26,128,223,90,45,31,15,0,0,558,20,48,38,3,4,4,0,0,0,118
SAL80029,0,4,8,6,6,3,0,0,0,24,98,154,366,308,329,292,45,5,0,1594,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,16,13,22,10,3,0,0,71,0,0,10,0,9,8,0,0,0,35,21,46,111,62,49,42,10,0,0,329,0,3,9,4,3,9,0,0,0,32,40,48,48,24,21,29,14,0,0,227,62,25,24,13,5,11,0,0,0,137,4,8,13,23,13,26,7,0,0,91,0,6,3,13,9,3,0,0,0,36,0,0,15,11,4,5,0,0,0,39,0,3,12,12,9,8,0,0,0,42,0,14,67,58,58,34,10,0,0,245,0,9,20,14,22,15,4,0,0,86,8,35,171,231,271,190,26,0,0,928,8,19,57,46,67,70,11,0,0,272,9,43,95,73,75,72,13,5,0,388,11,7,6,7,4,7,3,0,0,46
SAL80030,0,0,9,7,5,0,0,0,0,19,181,399,388,280,283,171,35,7,0,1744,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,14,3,5,0,0,0,0,36,0,4,0,4,4,0,0,0,0,12,8,10,37,22,15,19,6,0,0,111,0,0,0,0,0,3,0,0,0,10,44,31,12,17,16,14,5,0,0,144,39,53,24,10,14,8,0,0,0,144,0,7,7,0,0,6,0,0,0,28,0,3,3,7,4,0,5,0,0,31,0,7,10,10,14,6,0,0,0,52,0,9,9,9,3,8,5,0,0,34,0,61,108,70,59,56,20,4,0,380,0,6,13,10,10,12,3,0,0,46,358,790,481,296,293,160,24,4,0,2412,42,62,53,48,46,28,17,0,0,303,3,27,49,26,43,33,15,4,0,191,3,12,13,9,13,11,0,0,0,67
SAL80031,0,0,0,0,0,0,0,0,0,0,0,6,6,10,8,4,0,0,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,8,7,11,3,0,0,0,33,90,143,535,628,317,142,24,0,0,1872,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,17,26,11,3,0,0,0,76,0,0,11,11,5,3,0,0,0,36,4,26,94,98,35,12,0,0,0,286,0,4,9,9,6,4,0,0,0,33,47,36,82,40,29,19,3,0,0,258,55,42,52,36,19,12,0,0,0,211,0,4,35,34,15,3,3,0,0,98,0,6,13,35,14,3,4,0,0,73,0,3,21,34,12,3,0,0,0,72,0,4,23,14,12,3,0,0,0,56,4,18,116,153,61,27,6,0,0,385,0,5,32,40,14,18,3,0,0,110,0,34,236,462,232,96,16,0,0,1082,13,21,83,115,60,37,7,0,0,334,9,35,119,136,72,33,8,0,0,405,14,14,18,16,10,3,0,0,0,70
SAL80034,0,0,3,7,3,0,0,0,0,16,52,50,69,166,205,124,31,8,0,701,0,5,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,20,0,0,3,3,3,4,0,0,0,13,6,20,15,12,16,11,3,0,0,82,0,0,0,0,6,0,0,0,0,12,26,13,4,7,10,3,0,0,0,57,36,9,6,3,9,0,0,0,0,69,0,0,0,6,3,3,0,0,0,16,3,0,0,13,7,3,0,0,0,29,0,0,0,9,15,0,3,5,0,35,0,3,5,8,4,3,7,0,0,30,4,8,23,34,55,57,14,3,0,196,0,6,4,5,11,8,0,0,0,31,6,14,28,126,157,73,20,0,0,423,12,4,16,28,38,29,8,4,0,138,4,7,20,34,40,34,13,0,0,161,4,4,0,4,9,0,0,0,0,24
SAL80035,0,0,4,6,6,0,0,0,0,15,27,61,185,214,153,83,16,0,0,741,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,0,0,0,0,22,0,0,0,0,4,0,0,0,0,18,11,16,53,36,41,15,0,0,0,174,0,0,7,0,0,0,0,0,0,16,6,16,25,27,11,13,3,0,0,109,20,13,19,15,9,3,4,0,0,93,0,0,20,8,15,10,3,0,0,63,0,0,3,0,4,4,0,0,0,18,0,0,7,0,6,3,0,0,0,16,0,0,5,0,3,0,0,0,0,13,0,4,38,35,16,16,4,0,0,109,0,10,17,5,4,9,3,0,0,47,5,15,74,120,79,28,12,0,0,334,5,14,31,43,26,15,3,0,0,140,6,15,36,55,42,18,8,0,0,176,0,0,15,11,4,0,0,0,0,39
SAL80036,0,0,3,5,0,0,0,0,0,15,35,67,225,190,138,84,17,3,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,4,0,0,0,24,0,0,0,4,0,0,0,0,0,8,4,14,22,13,15,9,0,0,0,70,0,0,0,0,5,0,0,0,0,9,12,19,37,11,13,7,6,0,0,107,27,25,35,9,4,0,0,0,0,107,0,0,4,10,6,8,0,0,0,24,0,0,0,7,9,6,0,0,0,23,0,0,7,4,0,0,0,0,0,16,0,6,0,9,0,4,0,3,0,17,0,15,50,50,26,21,4,0,0,169,0,4,31,15,4,3,0,0,0,67,0,21,110,135,106,58,5,0,0,447,6,7,20,30,26,11,6,0,0,107,0,10,86,46,29,22,3,0,0,203,0,0,8,3,5,8,0,0,0,18
SAL80037,0,0,6,3,7,4,5,0,0,27,76,114,297,287,270,255,50,5,0,1360,0,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,12,11,8,0,0,0,56,0,7,9,5,5,7,4,0,0,27,11,35,94,79,54,39,9,0,0,314,0,3,10,5,10,14,6,0,0,40,38,21,41,27,21,29,12,0,0,190,48,28,26,17,5,14,3,0,0,139,0,6,5,9,17,22,7,0,0,81,3,4,4,11,6,6,0,0,0,33,0,0,7,3,6,6,0,0,0,28,0,3,7,6,4,11,0,0,0,40,0,17,50,57,29,36,10,3,0,199,0,17,16,20,17,27,11,3,0,103,4,23,153,198,190,148,30,0,0,752,10,16,31,47,49,44,13,0,0,204,7,28,74,60,64,69,17,0,0,327,3,9,14,6,9,4,4,0,0,42
SAL80038,0,9,11,9,0,0,0,0,0,28,180,326,531,174,115,84,26,3,0,1439,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,8,8,4,8,0,0,0,36,0,3,9,3,0,6,0,0,0,20,0,8,31,12,12,0,0,0,0,62,0,4,5,0,0,0,0,0,0,13,60,76,50,13,4,8,0,0,0,213,99,111,120,32,4,0,0,0,0,371,0,0,14,4,0,0,0,0,0,24,0,8,15,8,11,4,0,0,0,47,0,7,19,10,0,4,0,0,0,40,0,5,19,9,4,3,6,0,0,42,11,106,215,79,38,33,14,0,0,489,0,11,12,9,6,10,0,0,0,51,11,85,357,172,133,65,14,0,0,829,39,63,131,32,24,26,3,0,0,316,20,37,61,26,21,16,3,0,0,186,13,17,15,5,8,0,6,4,0,60
SAL80039,0,0,7,5,0,4,0,0,0,16,109,121,257,307,376,232,28,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,6,9,8,13,15,4,0,0,68,0,6,4,7,19,10,4,0,0,49,30,43,67,49,44,27,7,0,0,263,0,3,0,8,7,7,0,0,0,28,54,36,45,29,27,21,12,0,0,226,71,26,21,9,12,5,0,0,0,147,0,3,18,18,20,18,5,0,0,79,0,5,0,3,7,0,0,0,0,21,0,6,6,11,8,9,0,0,0,34,0,0,9,8,5,9,5,0,0,33,0,22,42,39,60,37,6,0,0,210,5,8,20,9,15,10,4,0,0,63,10,48,138,247,308,174,24,0,0,947,10,20,43,45,49,48,5,0,0,210,3,39,65,73,90,58,12,0,0,349,12,8,11,8,7,3,0,0,0,38
SAL80040,0,0,0,3,3,3,0,0,0,12,35,47,175,201,198,108,34,9,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,5,4,5,0,0,0,15,0,0,4,0,4,0,0,0,0,15,5,9,21,13,15,10,0,0,0,73,0,3,0,0,0,0,0,0,0,11,16,17,12,6,5,5,3,4,0,69,25,13,15,7,6,3,0,3,0,65,0,0,6,3,9,6,0,0,0,22,0,6,5,6,13,3,0,0,0,29,0,3,5,4,3,0,3,0,0,14,0,3,9,6,0,3,0,0,0,13,0,9,36,66,59,19,6,0,0,199,0,3,0,17,5,6,0,0,0,33,3,9,78,149,163,60,8,0,0,471,11,14,37,50,67,27,15,3,0,225,5,12,45,44,33,26,6,0,0,160,4,4,9,9,13,5,0,0,0,37
SAL80041,0,0,12,11,5,0,0,0,0,29,46,145,569,443,172,58,4,0,0,1433,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,12,6,8,0,0,0,0,34,0,0,4,4,0,0,0,0,0,18,5,11,64,46,11,7,0,0,0,148,0,3,4,10,8,3,0,0,0,24,19,43,65,42,19,4,0,0,0,191,44,36,56,28,13,3,0,0,0,178,0,0,24,20,3,4,0,0,0,57,0,0,16,16,3,0,0,0,0,41,0,5,15,18,4,4,0,0,0,50,0,4,20,14,4,4,0,0,0,39,5,24,122,101,36,12,0,0,0,300,0,7,35,16,17,9,0,0,0,82,0,51,286,308,146,43,4,0,0,838,12,18,95,81,46,4,0,0,0,270,8,45,205,153,53,19,9,0,0,484,4,5,12,13,3,0,0,0,0,41
SAL80042,0,0,7,8,5,0,0,0,0,20,51,106,362,478,222,88,9,5,0,1325,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,3,13,5,6,3,0,0,0,38,0,0,4,0,0,0,0,0,0,13,3,15,60,55,15,9,5,0,0,165,0,0,0,8,4,4,0,0,0,18,27,26,53,31,14,7,0,0,0,166,34,26,36,22,13,14,0,0,0,145,0,0,12,12,12,5,0,0,0,35,0,3,9,14,4,0,0,0,0,35,0,3,19,21,10,4,0,0,0,55,0,5,7,18,7,0,0,0,0,37,0,15,94,138,72,19,4,0,0,339,0,0,13,21,12,3,0,0,0,57,0,30,211,380,219,72,0,0,0,911,13,7,71,86,46,15,0,0,0,241,5,23,63,93,50,25,3,0,0,269,0,6,14,15,3,3,0,0,0,45
SAL80043,0,3,9,0,6,0,3,0,0,23,93,117,251,359,338,203,53,7,0,1422,0,0,0,0,6,5,0,0,0,17,0,0,0,6,0,0,0,0,0,5,7,3,8,8,6,6,0,0,0,35,0,0,5,9,3,0,0,0,0,23,9,15,19,23,23,24,7,0,0,119,0,0,3,4,3,6,0,0,0,19,36,34,16,20,7,17,7,0,0,127,49,31,32,13,6,0,5,0,0,130,4,0,14,11,11,8,0,0,0,47,0,6,10,15,9,9,5,0,0,49,0,3,3,16,15,4,0,0,0,42,0,8,7,5,3,4,0,0,0,26,8,24,63,93,71,66,15,0,0,333,0,8,19,18,11,12,5,0,0,78,4,36,148,269,307,160,23,0,0,945,15,25,45,62,71,57,19,3,0,292,5,27,86,98,82,59,23,0,0,383,9,9,5,9,5,10,0,0,0,51
SAL80044,0,0,0,4,5,0,0,0,0,7,62,65,107,177,196,110,48,11,0,778,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,6,6,5,13,17,17,13,0,0,0,70,0,0,5,3,3,0,0,0,0,16,24,14,5,0,4,4,6,0,0,54,34,14,14,12,7,5,0,0,0,89,0,0,0,3,4,0,0,0,0,14,0,0,8,0,13,8,3,0,0,29,0,0,6,8,14,15,3,0,0,43,0,3,5,3,4,5,7,3,0,26,6,23,36,66,70,39,28,12,0,278,0,3,8,3,8,4,0,0,0,27,0,28,65,129,123,60,11,0,0,411,15,3,15,20,34,34,6,3,0,133,5,17,29,54,54,38,18,7,0,217,0,6,3,7,4,5,9,0,0,30
SAL80045,0,0,3,0,0,0,0,0,0,8,23,66,306,277,92,39,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,13,0,5,6,3,0,0,0,0,0,13,3,16,43,24,14,3,0,0,0,101,0,3,8,10,3,0,0,0,0,18,11,17,25,19,13,12,0,0,0,93,16,12,17,18,4,0,0,0,0,67,0,0,18,7,6,0,0,0,0,27,0,3,7,11,4,0,0,0,0,25,0,0,14,15,3,9,0,0,0,36,0,4,18,6,0,0,0,0,0,32,0,17,95,91,26,15,0,0,0,251,0,0,17,12,4,3,0,0,0,35,5,22,162,225,79,30,3,0,0,529,0,3,36,31,12,4,0,0,0,94,0,10,92,88,27,9,0,0,0,232,3,0,13,3,0,0,0,0,0,25
SAL80046,0,3,7,5,0,0,0,0,0,14,29,234,412,210,150,61,9,0,0,1101,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,16,0,0,3,0,0,0,0,0,0,9,8,11,36,17,11,3,6,0,0,81,0,3,6,0,0,0,0,0,0,15,3,32,38,9,9,7,0,0,0,95,26,56,67,26,8,0,0,0,0,188,0,0,6,13,0,4,0,0,0,26,0,0,8,12,5,0,0,0,0,27,0,7,15,5,3,0,0,0,0,31,0,3,7,3,3,0,0,0,0,25,0,65,119,54,34,18,3,0,0,294,0,9,25,13,9,0,0,0,0,58,0,109,313,169,123,45,6,0,0,765,0,44,60,47,35,19,3,0,0,204,0,25,63,35,26,17,3,0,0,167,0,10,21,7,5,7,0,0,0,55
SAL80047,3,0,3,5,0,0,0,0,0,17,47,180,302,319,235,89,26,8,0,1201,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,10,4,8,0,0,0,0,35,0,0,7,5,0,0,0,0,0,17,3,14,42,31,18,8,6,0,0,124,0,0,3,3,0,0,0,0,0,13,17,35,38,13,14,3,0,0,0,127,28,63,54,38,8,9,3,0,0,205,0,5,12,12,11,9,0,0,0,55,0,7,16,14,12,0,0,0,0,57,0,6,4,5,3,0,0,0,0,22,0,3,5,4,3,3,3,0,0,23,8,40,73,83,50,41,8,0,0,302,0,5,33,32,14,11,3,0,0,93,3,40,178,229,183,65,8,0,0,700,3,21,49,84,55,29,9,0,0,246,0,36,59,49,28,18,4,0,0,203,6,10,16,10,11,3,0,0,0,64
SAL80048,0,3,0,0,0,5,0,0,0,10,58,82,167,208,227,111,23,0,0,883,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,7,5,0,3,7,8,5,0,0,0,23,0,0,6,3,8,3,0,0,0,19,12,23,28,26,30,17,3,0,0,132,0,3,3,0,0,0,0,0,0,12,30,21,23,10,10,5,3,0,0,103,40,16,12,9,5,6,0,0,0,86,0,0,0,6,3,4,0,0,0,19,0,0,0,7,7,4,0,0,0,22,0,5,8,7,5,0,0,0,0,23,0,0,3,4,6,0,0,0,0,20,9,10,36,44,59,34,9,0,0,201,0,0,11,10,8,3,5,0,0,40,0,26,101,167,187,65,14,0,0,562,7,12,25,39,46,28,4,0,0,165,0,15,44,47,30,37,13,0,0,192,8,7,8,7,8,0,0,0,0,35
SAL80049,0,5,8,4,5,8,0,0,0,31,123,144,355,538,506,246,47,0,0,1960,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,14,13,21,13,0,0,0,71,0,0,9,12,10,8,0,0,0,37,27,53,91,71,72,34,10,0,0,349,0,9,9,6,5,4,0,0,0,39,55,41,45,46,33,22,6,0,0,254,81,27,27,28,21,18,3,0,0,204,0,0,13,18,34,27,3,0,0,90,4,3,9,21,13,7,0,0,0,47,0,0,15,20,11,5,0,0,0,60,0,5,11,17,9,6,0,0,0,47,8,25,53,107,88,43,8,0,0,335,0,3,14,33,19,21,3,0,0,94,6,42,174,378,361,161,20,0,0,1150,25,31,73,116,112,40,9,0,0,405,12,41,102,115,109,66,27,0,0,469,15,8,17,11,8,3,0,0,0,63
SAL80050,0,0,11,0,4,0,4,0,0,18,103,116,314,344,326,182,49,3,0,1431,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,12,13,8,7,0,0,0,46,0,0,9,8,6,4,0,0,0,28,13,35,95,72,45,26,16,0,0,309,0,0,7,4,7,9,4,0,0,29,55,34,23,26,27,17,0,0,0,193,60,29,28,18,14,8,6,0,0,169,0,3,10,9,11,19,6,0,0,53,0,0,10,10,7,4,0,0,0,38,0,0,9,9,9,3,3,0,0,39,0,0,12,4,10,7,0,0,0,29,3,20,94,89,69,35,11,0,0,323,3,3,18,24,15,13,10,0,0,91,4,26,152,229,243,99,18,0,0,771,10,31,60,78,83,49,16,0,0,330,10,36,77,60,56,44,9,0,0,296,11,7,10,13,8,6,5,0,0,63
