801061069,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,22,0,3,5,0,0,0,24,0,13,164,5,235,16,24,6,0,0,8,0,0,27,0,6,133,12,210,54,23,11,14,16,19,6,3,35,4,42,112,7,251,47,16,15,5,4,17,3,7,21,0,25,128,6,229,57,51,25,7,20,28,5,5,38,3,50,281,16,477,45,43,27,4,12,21,7,3,28,0,59,287,14,487,46,35,19,0,18,23,6,3,30,0,54,378,10,567,10,0,0,9,0,5,3,6,8,0,8,15,76,108,281,208,101,41,70,125,31,26,215,13,267,1499,144,2562,64,14,22,39,13,33,12,11
801061070,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,13,9,6,4,0,0,0,16,0,16,117,0,169,16,16,3,0,7,5,5,0,17,0,11,84,4,151,47,47,12,6,22,25,10,8,51,4,41,133,4,302,39,23,16,0,7,10,3,3,12,0,25,105,4,200,76,35,50,3,20,50,12,13,32,5,60,306,18,563,66,47,34,0,24,24,0,8,37,8,55,308,14,547,46,53,28,0,19,30,5,3,28,0,55,366,12,591,7,3,0,0,0,0,0,0,4,0,3,19,96,121,305,241,151,24,107,157,42,46,199,18,265,1436,154,2642,39,14,12,17,21,20,0,12
801061129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,0,0,0,0,0,0,0,9,0,0,45,0,65,7,7,7,0,3,0,0,0,7,0,0,33,0,59,19,15,12,0,5,3,4,0,8,0,7,52,0,98,8,10,5,0,7,7,0,0,13,0,12,55,0,99,26,35,15,3,12,11,7,0,63,7,39,287,9,468,30,43,17,0,18,10,7,6,64,4,60,342,12,538,19,25,8,0,13,13,0,0,11,0,28,180,4,272,0,0,0,0,0,0,0,0,0,0,0,3,205,208,117,137,58,3,53,56,20,9,173,11,163,1003,239,1806,10,3,9,3,6,8,3,4
801061130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,4,0,0,0,0,0,0,16,0,3,21,6,53,0,0,0,0,0,0,0,0
801061131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,17,4,0,12,5,0,0,19,0,12,114,0,170,15,8,5,0,0,8,3,0,24,0,12,87,4,145,56,44,22,7,14,18,5,12,67,6,53,189,7,381,37,28,21,0,14,12,9,13,52,5,38,253,8,418,93,154,53,9,39,28,8,8,198,6,174,942,39,1536,111,209,33,0,31,32,5,5,216,7,211,1201,49,1887,69,76,30,0,20,25,7,3,75,5,74,582,7,886,0,0,3,0,0,0,0,0,0,0,6,29,563,598,377,543,165,13,133,129,43,42,641,30,583,3404,688,6016,24,21,7,11,5,10,6,6
801071071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,24,11,0,17,4,0,0,54,0,44,170,12,307,34,30,8,0,20,12,8,4,47,3,30,161,8,283,95,60,23,0,54,35,21,20,91,17,85,242,17,544,51,54,19,4,32,19,4,13,89,0,60,301,16,542,99,148,31,0,68,42,11,19,169,11,144,724,29,1239,80,89,26,0,36,20,5,5,84,4,81,471,12,791,13,19,10,0,13,7,0,0,15,0,20,109,6,181,3,0,3,0,4,0,0,0,4,0,8,29,100,137,396,428,120,9,233,142,58,66,548,43,468,2208,194,4019,63,41,23,4,39,34,18,21
801071072,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,20,12,4,9,4,3,7,33,0,35,145,7,251,27,17,6,0,17,12,0,3,35,0,34,98,5,204,94,51,25,4,56,35,16,17,75,8,65,185,9,453,55,53,24,0,27,20,8,14,56,6,47,221,11,426,87,88,39,0,38,35,7,13,104,7,105,504,22,882,60,87,22,0,26,16,7,4,70,6,54,385,14,639,12,19,0,0,9,3,0,0,8,0,12,91,0,143,0,0,0,0,0,0,0,0,0,0,0,21,82,108,355,335,128,11,188,140,36,59,385,31,360,1655,148,3112,45,24,17,5,24,24,6,12
801071073,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,22,3,0,22,11,0,0,55,0,39,178,14,310,21,24,12,0,16,8,3,4,53,0,33,157,13,296,160,84,55,38,66,66,20,33,134,22,144,235,21,677,74,73,19,0,39,45,11,15,75,5,58,352,13,617,109,149,41,0,66,34,15,19,163,4,131,726,38,1276,82,118,26,0,43,31,7,9,83,0,97,611,27,1008,24,31,18,0,11,5,4,0,18,0,33,140,11,255,0,6,4,0,0,0,0,0,5,0,7,8,141,163,505,505,175,40,265,195,56,86,572,34,546,2399,271,4605,111,47,34,39,51,52,12,29
801071074,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,31,15,0,18,15,3,3,53,3,47,185,13,336,34,43,11,0,20,21,7,13,51,8,41,151,13,295,135,76,39,4,90,61,18,43,102,14,100,278,19,656,76,63,27,4,30,23,4,10,74,7,55,315,17,574,115,120,34,0,60,40,13,23,136,10,126,654,38,1151,68,93,24,0,49,27,4,5,88,0,95,473,21,816,25,16,6,0,8,9,0,3,14,0,19,106,5,187,5,3,0,4,5,0,0,0,3,4,4,19,122,152,494,449,168,9,283,192,56,102,528,50,488,2166,241,4174,103,52,32,5,58,41,17,28
801071075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,41,10,0,10,9,4,0,62,6,42,144,6,285,26,30,8,5,24,7,4,11,37,4,42,181,14,319,135,78,38,11,50,58,17,29,129,11,109,226,19,604,62,52,16,0,25,13,4,13,60,0,57,275,14,493,106,123,36,4,46,43,7,12,157,4,126,662,33,1152,72,99,24,0,51,36,5,13,101,7,117,500,21,881,17,22,7,0,10,3,0,0,15,0,24,128,3,212,6,5,4,0,0,3,0,0,0,0,8,33,100,149,445,449,138,19,213,175,43,76,571,31,522,2144,206,4090,62,45,23,13,33,40,12,24
801071076,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,22,7,0,7,5,0,5,14,0,14,97,3,159,19,26,9,3,9,7,4,0,19,0,18,107,3,189,45,24,17,4,25,19,9,3,23,9,40,138,4,278,45,20,15,3,16,16,8,8,23,0,26,139,5,264,72,48,36,4,30,27,10,4,42,8,74,313,13,565,61,53,17,0,26,19,11,7,44,0,70,391,11,638,31,37,4,0,7,10,0,0,14,0,34,173,13,281,0,0,0,4,0,0,0,0,0,0,0,7,33,43,293,227,103,17,139,105,35,33,183,20,282,1355,84,2429,29,16,14,11,21,12,6,5
801071077,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,21,5,0,12,3,0,0,28,0,19,96,7,168,19,18,4,0,16,9,6,0,28,4,21,76,7,156,71,56,26,4,28,20,7,19,55,6,58,109,11,302,21,31,3,5,21,13,4,7,38,0,29,125,11,264,50,57,25,0,30,21,10,10,72,5,74,400,9,660,37,45,12,0,24,12,6,5,46,0,51,278,12,443,6,10,4,0,6,5,0,0,10,0,13,55,0,101,3,0,4,0,8,0,4,0,0,0,0,7,47,71,224,247,82,10,140,83,36,41,271,10,264,1146,103,2164,39,33,18,6,31,24,9,12
801071078,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,39,11,6,27,17,7,7,65,3,48,220,7,411,57,55,18,7,30,20,8,13,84,6,62,220,20,443,207,105,52,19,95,101,28,52,149,29,151,400,15,924,122,98,58,7,65,54,20,8,122,9,117,459,28,898,164,194,52,4,109,56,17,23,233,8,211,1018,52,1788,109,147,39,0,86,37,10,5,151,3,186,781,32,1361,17,30,7,0,10,8,0,0,22,0,40,177,3,288,6,9,3,7,7,4,0,5,0,0,8,23,191,244,714,679,234,41,423,295,91,122,825,67,823,3302,342,6361,148,63,54,35,75,78,34,36
801071079,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,8,7,0,8,3,0,4,18,0,16,69,5,126,28,18,6,0,8,8,0,3,26,0,29,99,3,191,70,43,15,6,43,34,19,20,71,4,60,146,4,365,43,35,12,0,24,29,9,10,36,5,47,154,11,305,78,57,28,3,43,33,11,3,84,10,84,381,19,701,47,64,11,0,11,24,3,4,69,0,56,302,18,532,12,24,8,0,3,10,3,0,10,0,20,97,9,174,0,0,0,0,0,0,0,0,8,0,0,18,59,81,293,233,86,8,136,140,39,49,324,23,314,1272,133,2482,37,19,10,6,14,13,9,8
801071080,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,16,5,3,12,9,3,0,20,0,21,116,11,199,24,16,11,5,6,9,3,3,30,4,30,69,3,157,104,58,31,13,36,51,13,25,97,13,81,197,9,491,62,47,33,4,27,42,10,21,74,8,47,323,8,543,101,122,46,7,58,46,15,21,179,15,114,738,26,1231,53,79,12,3,26,34,7,5,103,10,69,402,11,699,12,12,3,0,19,6,4,5,15,0,13,104,0,164,6,0,0,4,3,4,0,0,0,0,4,21,157,188,373,367,137,46,194,206,46,84,527,51,380,1962,218,3669,93,33,23,39,37,57,24,13
801071081,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,20,9,0,19,8,0,11,36,0,33,136,15,255,32,31,10,3,18,7,0,3,41,5,31,111,8,233,144,82,25,6,66,49,25,31,87,11,98,221,14,578,53,44,11,0,40,27,9,5,54,6,52,248,10,463,82,114,35,0,56,29,11,15,113,6,116,607,23,1025,40,83,16,0,23,10,3,4,84,0,79,380,16,649,3,12,4,0,14,3,3,0,4,0,8,70,4,100,13,7,6,0,3,0,4,3,6,3,4,25,82,128,388,391,108,17,227,138,61,84,424,37,423,1798,169,3429,66,40,14,12,40,35,21,30
801071082,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,78,21,4,30,29,6,11,128,5,102,481,29,838,116,83,49,5,63,59,16,27,145,8,121,468,45,927,529,297,157,35,228,198,60,135,384,50,379,832,52,2238,292,201,113,7,114,101,36,52,250,19,219,846,45,1776,341,310,139,6,190,143,23,49,367,14,381,1847,61,3236,203,300,82,0,95,66,22,20,299,12,326,1391,57,2486,58,84,25,0,34,33,8,9,50,0,80,427,9,718,21,7,0,5,9,7,4,0,7,4,9,50,414,499,1620,1356,589,58,771,639,177,308,1626,114,1614,6350,711,12729,266,151,92,48,150,119,47,86
801071083,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,0,3,5,0,0,0,7,0,7,50,7,83,18,3,4,0,4,7,0,0,10,0,14,43,5,74,29,19,12,0,13,7,3,0,23,3,14,58,6,127,22,16,10,0,9,7,4,0,20,0,15,59,5,136,34,31,12,0,15,7,0,5,24,5,21,156,3,268,24,36,10,0,13,11,0,0,30,0,37,193,5,311,6,8,3,0,3,4,3,0,6,0,11,48,0,84,0,0,0,0,0,0,0,0,0,0,0,4,7,22,144,107,53,3,57,48,17,11,118,7,117,613,35,1106,13,9,8,4,4,10,3,0
801071084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,37,5,0,20,11,0,3,44,0,39,167,9,307,46,27,8,4,24,14,8,3,36,13,48,155,16,315,216,84,67,21,95,104,26,42,115,19,138,271,21,760,120,64,47,8,63,64,14,26,67,19,86,288,22,635,150,119,54,8,74,60,21,20,133,3,151,641,25,1197,105,104,20,4,49,29,3,12,92,6,121,515,17,919,18,21,3,0,14,7,6,0,24,0,30,135,0,223,81,13,24,73,20,37,10,6,55,15,86,25,118,292,749,477,234,127,353,326,83,122,566,73,697,2195,233,4651,199,76,63,109,76,109,28,43
801071085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,13,0,0,8,4,0,3,14,0,12,66,7,122,6,3,8,0,6,3,0,0,13,4,11,46,3,84,42,24,15,5,23,15,9,4,32,6,22,84,4,199,29,18,10,0,15,15,0,0,28,0,21,91,0,175,42,36,15,0,27,19,4,0,47,6,43,209,5,386,29,32,13,0,13,9,0,4,35,0,30,143,5,263,3,9,0,0,7,4,0,0,3,0,8,58,0,75,0,0,0,0,0,0,0,0,8,0,0,12,50,65,163,144,56,3,91,68,21,22,183,10,154,699,80,1371,21,17,10,7,19,13,3,3
801071087,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,21,0,4,8,8,0,5,41,3,26,119,3,212,34,21,4,3,13,9,0,9,35,4,32,87,11,194,98,49,33,4,65,35,8,27,84,11,67,130,6,386,37,37,11,0,23,12,3,4,49,0,34,202,10,364,63,75,13,0,41,20,3,10,73,5,71,431,15,728,42,42,8,0,19,12,0,3,41,3,67,218,3,386,5,6,3,0,0,0,0,0,11,0,10,48,5,76,3,4,0,0,0,0,0,6,0,0,0,13,87,110,300,248,77,14,171,97,26,63,337,30,301,1244,149,2445,62,34,12,11,24,22,6,18
801071088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,32,3,0,5,8,0,5,43,0,29,126,8,231,25,14,7,0,10,6,0,3,27,3,28,113,5,199,81,57,16,0,33,23,3,18,84,9,73,176,13,441,29,37,14,0,14,10,3,8,52,3,34,231,12,391,74,105,28,0,39,27,10,9,119,3,92,512,23,891,63,72,29,0,30,20,0,8,67,4,66,406,17,678,16,15,7,0,5,7,0,0,7,0,10,90,5,149,7,0,0,0,0,0,0,0,3,0,3,20,65,91,305,338,103,6,140,107,22,56,412,21,327,1675,148,3070,43,18,9,6,21,16,3,6
801071089,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,0,0,4,3,0,3,3,0,4,14,5,38,0,0,0,0,0,0,0,0
801071090,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,49,14,0,27,8,4,0,73,7,45,259,11,442,66,63,19,0,30,15,11,14,62,7,66,208,20,447,246,142,59,15,129,91,40,60,176,19,187,385,26,1033,114,89,43,3,54,45,11,14,107,8,90,407,24,805,192,190,77,0,114,82,18,23,196,7,193,925,50,1693,101,141,40,0,63,45,17,15,118,6,150,777,34,1290,25,39,10,0,11,4,5,3,22,0,47,224,15,360,11,8,3,0,7,0,0,3,6,3,5,33,187,240,790,710,265,23,424,299,96,131,769,59,790,3224,363,6324,126,68,36,18,70,62,23,34
801071132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0
801081091,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,0,0,6,6,0,7,16,3,16,79,7,146,18,16,8,0,7,7,0,0,18,3,15,104,7,180,76,24,30,5,29,27,13,11,36,9,44,129,9,313,39,23,19,4,12,19,4,8,22,4,35,121,4,251,76,55,39,12,34,26,14,11,44,3,55,241,9,497,53,57,18,0,22,23,7,5,45,3,64,324,11,540,39,32,15,0,13,8,6,3,17,3,37,222,9,350,0,0,0,0,0,0,0,0,0,0,0,11,55,73,328,209,128,21,130,122,35,39,201,32,263,1225,110,2348,45,13,24,17,19,23,11,12
801081092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,22,3,0,10,6,0,4,21,0,19,112,0,178,21,23,12,0,17,6,3,6,31,6,25,125,3,228,75,38,17,8,32,33,4,20,67,10,45,157,12,373,55,36,14,3,17,22,5,6,34,0,28,166,16,323,63,71,26,4,27,37,11,10,68,3,71,354,14,634,55,61,15,0,11,10,6,4,52,0,64,398,11,623,18,22,3,0,0,4,4,5,23,0,22,182,10,271,6,0,4,0,0,3,0,0,0,0,0,5,79,95,303,274,99,15,120,130,39,52,289,28,284,1496,149,2729,56,28,15,10,20,15,6,13
