SAL80109,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,5,30,0,30,..,215,12,228,4,227,..,7,0,6,35,48,1063,219,13,239,38,1340,1046,..,..,..,..,1046,..,0,0,0,0,0,..,7,0,11,0,11,..,7,0,7,0,7,..,5,0,5,0,5,..,15,3,17,0,23,..,0,0,0,0,0,..,20,3,23,0,21,..,3,0,4,0,4,..,4,0,4,0,4,..,0,0,3,0,6,..,10,0,16,0,16,..,4,0,4,0,4,..,6,0,4,0,4,..,18,0,15,0,15,..,12,0,12,0,12,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,6,0,6,..,0,0,0
SAL80110,0,42,0,42,..,0,0,0,0,0,..,58,0,55,0,58,..,9,0,9,0,9,..,109,0,107,0,105,..,14,0,13,0,13,..,19,3,21,0,22,..,4,0,4,0,4,..,5,0,8,0,8,..,6,0,6,0,7,..,100,10,108,3,116,..,853,80,932,14,954,..,23,0,23,123,142,1419,877,80,955,137,2515,1459,..,..,..,..,1459,..,0,0,0,0,0,..,26,5,31,0,31,..,4,0,4,0,4,..,34,3,37,0,37,..,91,17,112,0,112,..,9,0,9,0,9,..,133,25,160,0,160,..,4,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,10,0,11,0,11,..,23,0,20,0,24,..,7,0,7,0,7,..,32,0,32,0,31,..,141,3,148,0,148,..,38,6,44,0,44,..,11,0,11,0,11,..,13,0,10,0,10,..,4,0,4
SAL80111,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,4,0,4,0,6,..,0,0,0,6,6,60,4,0,4,11,69,60,..,..,..,..,60,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80112,0,6,0,6,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,17,0,17,0,17,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,45,4,47,0,47,..,327,17,344,3,347,..,5,0,5,44,48,1178,329,17,351,46,1572,1137,..,..,..,..,1137,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,15,4,22,0,22,..,40,8,51,0,51,..,7,0,7,0,7,..,63,12,76,0,76,..,7,0,7,0,7,..,41,0,42,0,40,..,9,0,9,0,9,..,22,0,25,0,25,..,4,0,9,0,9,..,0,0,0,0,0,..,19,0,19,0,19,..,7,0,7,0,7,..,3,0,3,0,3,..,17,0,17,0,13,..,4,0,4,0,4,..,0,0,0
SAL80113,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,12,0,18,3,17,..,136,10,152,6,152,..,0,6,5,51,61,601,146,15,160,56,812,549,..,..,..,..,549,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,9,0,8,0,11,..,8,0,12,0,12,..,0,0,0,0,0,..,20,4,22,0,21,..,0,0,0,0,0,..,4,0,4,0,9,..,0,0,0,0,0,..,6,3,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3
SAL80114,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,23,0,22,0,22,..,18,3,17,0,18,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,12,0,12,..,21,4,22,0,22,..,220,29,249,7,258,..,0,0,0,50,49,1236,226,29,257,55,1545,1200,..,..,..,..,1200,..,3,0,3,0,3,..,24,3,22,0,22,..,5,0,5,0,5,..,10,4,15,0,15,..,10,0,11,0,11,..,0,0,0,0,0,..,20,5,27,0,27,..,4,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,10,0,10,..,11,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80115,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,17,0,20,0,20,..,10,0,14,0,14,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,4,5,7,0,7,..,22,4,29,0,27,..,200,22,216,3,219,..,0,0,0,72,72,1330,200,22,216,70,1619,1418,..,..,..,..,1418,..,4,0,4,0,4,..,11,0,11,0,11,..,3,0,3,0,3,..,5,0,5,0,5,..,12,3,19,0,17,..,0,0,0,0,0,..,19,3,27,0,25,..,12,0,17,0,17,..,11,0,11,0,11,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,11,5,7,0,7,..,4,0,4,0,4,..,3,0,9,0,9,..,9,0,3,0,3,..,0,0,0,0,0,..,3,0,3
SAL80116,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80117,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,12,0,12,..,17,4,21,0,22,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,6,21,0,21,..,61,9,64,5,70,..,304,44,347,4,354,..,3,0,7,61,70,1123,310,47,357,67,1547,1105,..,..,..,..,1105,..,0,0,4,0,4,..,12,4,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,28,6,30,0,30,..,6,0,6,0,6,..,34,6,43,0,43,..,4,0,4,0,4,..,17,0,12,0,15,..,8,0,8,0,8,..,3,0,3,0,3,..,15,3,15,0,15,..,9,0,7,0,9,..,13,4,17,0,17,..,15,0,15,0,15,..,6,0,8,0,8,..,9,0,9,0,9,..,10,0,12,0,12,..,5,0,5
SAL80118,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,4,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,5,8,0,8,..,27,0,26,0,26,..,110,16,124,0,124,..,4,0,3,40,47,1107,111,15,126,40,1282,1098,..,..,..,..,1098,..,0,0,0,0,0,..,7,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,20,0,19,0,19,..,0,0,0,0,0,..,19,0,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0
SAL80119,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,3,4,3,0,3,..,0,0,0,0,0,..,3,0,5,0,5,..,18,4,19,0,22,..,162,23,177,4,179,..,4,0,4,39,40,831,163,23,181,39,1054,894,..,..,..,..,894,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,0,19,0,19,..,5,7,11,0,11,..,9,0,9,0,9,..,30,5,32,0,32,..,14,3,18,0,18,..,12,0,12,0,12,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0
SAL80120,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,19,0,19,0,19,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,21,0,21,..,173,12,176,0,179,..,6,0,6,10,9,143,173,12,179,13,337,157,..,..,..,..,157,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,7,0,7,..,3,0,4,0,4,..,10,0,10,0,10,..,13,0,13,0,13,..,31,3,36,0,36,..,14,5,13,0,13,..,13,0,13,0,13,..,5,0,5
SAL80121,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,15,0,15,..,28,3,27,0,27,..,0,0,0,126,128,222,25,3,33,126,380,152,..,..,..,..,152,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,5,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80122,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,7,6,14,0,14,..,90,11,102,3,106,..,647,54,698,8,702,..,14,0,17,40,54,344,657,51,713,43,1106,360,..,..,..,..,360,..,0,0,0,0,0,..,9,7,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,34,10,38,0,38,..,0,0,0,0,0,..,37,11,47,0,47,..,11,0,11,0,11,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,21,7,26,0,32,..,51,3,54,0,58,..,52,6,63,0,63,..,27,3,32,0,32,..,119,16,136,4,145,..,16,0,14,0,14,..,54,4,60,0,60,..,9,0,9
SAL80123,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,36,3,0,3,0,41,38,..,..,..,..,38,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80124,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,6,..,13,0,13,0,13,..,11,0,16,0,16,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,14,0,14,..,46,5,49,0,49,..,216,19,233,6,237,..,6,0,6,41,48,1603,217,19,234,46,1882,1620,..,..,..,..,1620,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,6,0,8,0,8,..,4,0,12,0,12,..,0,0,0,0,0,..,14,0,15,0,15,..,8,0,8,0,8,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0
SAL80125,0,7,0,7,..,3,0,3,0,3,..,6,4,7,0,7,..,0,0,0,0,0,..,17,4,15,0,15,..,13,0,13,0,13,..,39,0,40,0,46,..,4,0,8,0,8,..,4,0,4,0,4,..,17,10,21,0,21,..,98,9,109,6,115,..,637,71,713,12,726,..,5,3,10,27,39,473,644,76,725,42,1235,435,..,..,..,..,435,..,0,0,0,0,0,..,3,6,11,0,11,..,0,0,0,0,0,..,15,4,20,0,20,..,113,22,136,3,137,..,0,0,0,0,0,..,125,24,148,3,152,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,42,0,45,0,45,..,8,6,16,0,16,..,40,4,45,0,45,..,29,8,38,0,40,..,54,9,62,0,62,..,22,0,22,0,22,..,25,0,32,0,32,..,7,0,7
SAL80126,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,0,0,0,..,10,0,13,0,13,..,5,0,5,0,5,..,11,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,24,0,24,..,198,15,206,3,213,..,6,0,6,44,48,953,198,15,218,45,1215,914,..,..,..,..,914,..,5,0,5,4,4,..,8,4,7,0,7,..,0,0,0,0,0,..,3,3,10,0,10,..,31,6,36,0,36,..,0,0,0,0,0,..,37,7,42,0,42,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,13,0,13,..,4,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,12,0,9,0,9,..,4,0,5,0,5,..,7,0,9,0,9,..,0,0,0
SAL80127,0,4,0,4,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,20,0,20,0,20,..,22,6,23,0,23,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,19,0,19,..,60,7,69,0,70,..,469,34,502,7,504,..,8,0,12,67,76,1540,480,34,519,71,2122,1662,..,..,..,..,1662,..,0,0,0,0,0,..,12,0,18,0,18,..,4,0,4,0,4,..,43,0,44,0,44,..,133,15,149,0,149,..,0,0,3,0,3,..,177,17,195,0,195,..,9,0,9,0,9,..,16,0,16,0,16,..,10,3,9,0,9,..,3,0,5,0,5,..,10,0,10,0,10,..,0,0,0,0,0,..,27,0,26,0,26,..,8,0,8,0,8,..,4,0,7,0,7,..,12,0,12,0,12,..,3,0,3,0,3,..,10,0,10
SAL80128,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,153,0,0,0,6,160,134,..,..,..,..,134,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80129,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,4,0,4,..,23,0,23,0,23,..,35,8,42,0,42,..,18,0,18,0,18,..,7,0,11,0,11,..,0,0,0,0,0,..,12,3,18,0,18,..,84,13,91,0,91,..,559,61,619,6,622,..,6,0,11,116,125,3226,562,61,632,118,3968,3105,..,..,..,..,3105,..,0,0,0,0,0,..,21,7,24,0,24,..,6,0,6,0,6,..,12,5,12,0,12,..,36,7,46,0,46,..,0,0,0,0,0,..,49,11,62,0,62,..,11,0,10,0,10,..,16,0,16,0,16,..,15,0,15,0,15,..,17,0,24,0,24,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,19,0,19,..,37,0,37,0,37,..,18,3,21,0,24,..,12,0,12,0,12,..,16,0,15,0,15,..,4,0,12
SAL80130,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,17,..,8,4,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,4,35,0,37,..,171,21,191,3,195,..,4,0,4,56,65,1096,174,21,196,58,1355,1142,..,..,..,..,1142,..,3,0,3,0,3,..,3,0,9,0,9,..,0,0,0,0,0,..,6,0,8,0,8,..,6,3,8,0,12,..,3,0,3,0,3,..,10,5,15,0,18,..,7,5,10,0,10,..,11,0,13,0,13,..,3,0,3,0,3,..,5,0,10,0,10,..,5,0,5,0,5,..,5,0,5,0,5,..,7,0,7,0,7,..,10,0,10,0,10,..,4,0,4,0,4,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0
SAL80131,0,4,0,4,..,12,4,11,0,11,..,6,0,8,0,8,..,7,0,7,0,7,..,28,3,33,0,33,..,33,4,37,0,37,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,36,3,33,..,133,13,149,3,155,..,574,59,628,13,640,..,10,0,10,113,126,2498,586,59,643,124,3259,2663,..,..,..,..,2663,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,18,0,18,..,70,10,78,3,80,..,3,0,0,0,0,..,88,14,102,3,98,..,13,0,13,0,10,..,24,0,24,0,24,..,29,0,29,0,29,..,17,3,23,0,23,..,4,0,8,0,8,..,3,0,3,0,3,..,8,0,15,0,15,..,30,0,33,0,33,..,4,0,5,0,5,..,3,0,3,0,3,..,12,0,12,0,12,..,3,0,3
SAL80132,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,21,0,23,0,23,..,25,0,28,0,29,..,245,11,260,0,260,..,4,0,0,32,35,1096,250,14,258,32,1395,1137,..,..,..,..,1137,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,13,0,13,..,26,0,28,0,28,..,3,0,3,0,3,..,39,9,48,0,48,..,10,0,10,0,10,..,10,0,12,0,12,..,6,0,6,0,6,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,3,0,3,..,10,0,10,0,10,..,14,0,20,0,20,..,5,0,5,0,5,..,4,0,4,0,4,..,6,0,6,0,6,..,5,0,5
SAL80133,0,8,0,8,..,12,0,12,0,10,..,0,0,0,0,0,..,17,0,17,0,17,..,31,0,31,0,30,..,14,0,14,0,14,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,52,4,52,4,53,..,320,26,346,9,351,..,3,0,3,60,66,1519,317,26,348,69,1933,1586,..,..,..,..,1586,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,7,0,9,0,9,..,35,6,41,0,41,..,0,6,3,0,3,..,48,10,53,0,53,..,6,0,6,0,6,..,21,0,21,0,22,..,20,0,19,0,19,..,13,3,16,0,16,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,7,0,7,0,7,..,7,0,9,0,9,..,10,0,10,0,10,..,8,0,8
SAL80134,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,0,3,0,3,0,3,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80135,0,17,0,17,..,5,0,5,0,5,..,14,0,14,0,14,..,10,0,10,0,10,..,38,0,42,0,42,..,13,0,13,0,13,..,25,0,25,0,25,..,0,0,4,0,4,..,0,6,3,0,3,..,12,0,12,0,12,..,90,4,94,0,94,..,648,38,684,3,689,..,7,0,7,63,66,1065,657,38,692,62,1820,1183,..,..,..,..,1183,..,0,0,0,0,0,..,36,0,34,0,34,..,0,0,0,0,0,..,38,0,37,0,37,..,60,11,71,0,71,..,0,0,0,0,0,..,97,10,111,0,111,..,7,0,7,0,7,..,15,0,15,0,13,..,6,0,6,0,6,..,5,0,5,0,3,..,17,3,19,0,23,..,4,0,4,0,4,..,45,0,45,0,48,..,48,6,51,5,55,..,35,5,39,0,39,..,19,3,19,0,19,..,22,0,22,5,25,..,8,0,8
SAL80136,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,13,0,13,0,13,..,11,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,11,..,15,0,17,0,17,..,217,17,229,5,231,..,3,0,3,49,54,1202,219,17,239,55,1498,1268,..,..,..,..,1268,..,8,0,8,0,8,..,3,0,3,0,3,..,6,0,6,0,6,..,7,0,6,0,6,..,31,8,40,0,40,..,0,0,0,0,0,..,41,5,46,0,46,..,9,0,9,0,10,..,7,0,7,0,9,..,10,0,10,0,9,..,8,0,8,0,11,..,5,0,9,0,9,..,3,0,3,0,3,..,22,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4
SAL89494,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,34,6,38,0,35,..,5,0,5,92,97,201,40,6,40,94,336,196,..,..,..,..,196,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL89797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
